age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,capital_gain_log,capital_loss_log
54,private,1st-4th,2,married-civ-spouse,craft-repair,husband,black,male,40,haiti,>50k,0.0,0.0
20,private,some-college,10,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
22,federal-gov,hs-grad,9,never-married,adm-clerical,own-child,white,male,40,united-states,<=50k,0.0,0.0
24,private,bachelors,13,never-married,prof-specialty,own-child,white,female,20,united-states,<=50k,0.0,0.0
41,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
35,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
23,private,5th-6th,3,never-married,handlers-cleaners,not-in-family,white,male,55,mexico,<=50k,0.0,0.0
54,state-gov,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0.0,7.551186867296149
17,private,11th,7,never-married,handlers-cleaners,own-child,white,male,16,united-states,<=50k,0.0,0.0
43,private,hs-grad,9,never-married,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
33,private,12th,8,divorced,craft-repair,not-in-family,white,male,42,united-states,<=50k,0.0,7.7226775164680035
38,federal-gov,some-college,10,divorced,adm-clerical,not-in-family,white,male,40,united-states,>50k,0.0,0.0
54,self-emp-not-inc,hs-grad,9,married-civ-spouse,other-service,husband,black,male,45,united-states,<=50k,0.0,0.0
39,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,female,52,united-states,<=50k,0.0,0.0
32,private,some-college,10,separated,tech-support,not-in-family,amer-indian-eskimo,male,40,united-states,<=50k,0.0,7.591357046698551
61,local-gov,7th-8th,4,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,<=50k,7.9676267393338165,0.0
22,private,bachelors,13,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0.0,0.0
34,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,>50k,0.0,0.0
18,private,10th,6,never-married,priv-house-serv,own-child,black,female,20,united-states,<=50k,0.0,0.0
20,private,hs-grad,9,never-married,craft-repair,own-child,white,male,25,united-states,<=50k,0.0,0.0
53,federal-gov,hs-grad,9,divorced,tech-support,unmarried,white,male,40,united-states,<=50k,0.0,0.0
32,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
68,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,husband,white,male,30,united-states,<=50k,0.0,0.0
28,private,some-college,10,separated,other-service,unmarried,white,female,15,united-states,<=50k,0.0,0.0
28,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,el-salvador,<=50k,0.0,0.0
54,private,some-college,10,married-civ-spouse,prof-specialty,husband,black,male,56,haiti,>50k,0.0,0.0
25,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
30,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,50,india,>50k,0.0,0.0
33,private,some-college,10,never-married,other-service,not-in-family,white,male,32,united-states,<=50k,0.0,0.0
49,private,bachelors,13,never-married,tech-support,unmarried,asian-pac-islander,female,40,india,<=50k,0.0,0.0
58,private,7th-8th,4,widowed,other-service,not-in-family,other,female,30,united-states,<=50k,0.0,0.0
45,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,24,united-states,>50k,0.0,0.0
67,private,7th-8th,4,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k,9.265491216441031,0.0
69,self-emp-inc,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,>50k,0.0,0.0
61,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
28,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,34,united-states,<=50k,0.0,0.0
31,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
32,federal-gov,some-college,10,never-married,exec-managerial,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
53,private,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,female,60,united-states,<=50k,0.0,0.0
46,private,hs-grad,9,never-married,adm-clerical,unmarried,white,female,37,united-states,<=50k,0.0,0.0
43,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,40,cuba,<=50k,8.413830678421084,0.0
39,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,99,united-states,>50k,0.0,7.789868559054706
59,private,7th-8th,4,divorced,transport-moving,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,sales,own-child,white,female,38,united-states,<=50k,0.0,0.0
40,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k,0.0,0.0
63,self-emp-inc,10th,6,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=50k,0.0,0.0
46,private,some-college,10,divorced,sales,unmarried,white,female,40,united-states,<=50k,0.0,0.0
22,private,10th,6,never-married,machine-op-inspct,unmarried,white,male,40,united-states,<=50k,0.0,0.0
36,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,male,45,united-states,<=50k,0.0,7.4205789054108005
57,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
58,private,hs-grad,9,never-married,other-service,other-relative,white,male,25,united-states,<=50k,0.0,0.0
59,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,35,united-states,>50k,8.04044688130311,0.0
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0.0,0.0
29,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,45,germany,<=50k,0.0,0.0
49,self-emp-inc,bachelors,13,divorced,prof-specialty,unmarried,white,male,45,united-states,<=50k,8.779249716229046,0.0
42,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,55,united-states,>50k,0.0,0.0
43,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,17,united-states,<=50k,0.0,0.0
46,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0.0,0.0
43,local-gov,some-college,10,never-married,exec-managerial,not-in-family,white,female,12,united-states,<=50k,0.0,0.0
40,private,assoc-acdm,12,divorced,transport-moving,unmarried,white,female,40,united-states,<=50k,0.0,0.0
43,private,12th,8,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0.0,0.0
48,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,32,united-states,<=50k,0.0,0.0
26,private,hs-grad,9,never-married,handlers-cleaners,own-child,black,male,28,united-states,<=50k,0.0,0.0
30,private,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,35,united-states,<=50k,0.0,0.0
58,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,7.543273346705446
43,private,hs-grad,9,divorced,farming-fishing,not-in-family,black,male,40,united-states,<=50k,0.0,0.0
53,local-gov,hs-grad,9,married-civ-spouse,other-service,husband,black,male,40,united-states,<=50k,0.0,0.0
74,state-gov,some-college,10,separated,sales,not-in-family,white,male,16,united-states,<=50k,0.0,0.0
45,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
32,state-gov,5th-6th,3,never-married,machine-op-inspct,own-child,white,female,10,united-states,<=50k,0.0,0.0
38,private,some-college,10,married-civ-spouse,sales,wife,white,female,40,united-states,>50k,0.0,0.0
42,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,0.0
24,local-gov,some-college,10,never-married,protective-serv,unmarried,other,male,40,united-states,<=50k,7.049254841255837,0.0
63,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,35,united-states,<=50k,0.0,0.0
25,local-gov,some-college,10,never-married,adm-clerical,own-child,black,female,35,united-states,<=50k,0.0,0.0
37,private,some-college,10,married-civ-spouse,craft-repair,husband,black,male,40,united-states,<=50k,0.0,0.0
28,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,italy,<=50k,0.0,0.0
31,private,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,11.512925464970229,0.0
44,private,bachelors,13,divorced,sales,unmarried,white,male,44,united-states,>50k,0.0,0.0
42,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,40,united-states,>50k,0.0,0.0
45,private,doctorate,16,separated,exec-managerial,unmarried,white,male,40,united-states,>50k,0.0,0.0
52,private,bachelors,13,divorced,sales,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
26,private,hs-grad,9,never-married,sales,own-child,white,male,40,united-states,<=50k,0.0,0.0
17,private,10th,6,never-married,other-service,own-child,white,female,14,united-states,<=50k,0.0,0.0
27,private,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
71,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,9.906084178383393,0.0
35,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,<=50k,0.0,0.0
17,private,10th,6,never-married,other-service,own-child,white,male,16,united-states,<=50k,0.0,0.0
26,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,52,united-states,>50k,0.0,0.0
22,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,35,united-states,<=50k,0.0,0.0
51,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,>50k,0.0,0.0
33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
41,local-gov,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,black,male,50,united-states,>50k,0.0,0.0
50,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0.0,0.0
26,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,<=50k,0.0,0.0
21,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,female,40,united-states,<=50k,0.0,0.0
53,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k,0.0,0.0
32,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
19,private,some-college,10,never-married,sales,own-child,white,female,20,united-states,<=50k,0.0,0.0
22,private,bachelors,13,never-married,adm-clerical,own-child,white,female,35,united-states,<=50k,0.0,0.0
58,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,>50k,9.617470759403409,0.0
47,federal-gov,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,male,60,united-states,>50k,0.0,0.0
51,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k,0.0,0.0
42,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,48,united-states,>50k,0.0,0.0
28,private,bachelors,13,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0.0,0.0
29,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,35,vietnam,<=50k,0.0,0.0
50,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0.0,0.0
22,private,some-college,10,never-married,other-service,not-in-family,white,female,30,united-states,<=50k,0.0,0.0
47,self-emp-not-inc,some-college,10,divorced,other-service,not-in-family,white,female,45,united-states,<=50k,0.0,0.0
60,private,some-college,10,widowed,sales,unmarried,white,female,27,united-states,<=50k,0.0,0.0
46,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,own-child,white,female,40,united-states,>50k,8.895492631451633,0.0
58,self-emp-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,0.0,0.0
62,private,some-college,10,widowed,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
59,private,hs-grad,9,widowed,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
41,private,hs-grad,9,separated,other-service,unmarried,white,female,40,mexico,<=50k,0.0,0.0
31,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,37,united-states,<=50k,0.0,0.0
18,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0.0,0.0
64,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0.0,0.0
51,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,65,united-states,<=50k,0.0,0.0
47,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,35,united-states,<=50k,0.0,0.0
68,private,bachelors,13,widowed,sales,not-in-family,white,male,35,united-states,>50k,0.0,0.0
32,private,hs-grad,9,married-civ-spouse,other-service,wife,other,female,40,united-states,<=50k,0.0,0.0
39,private,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,43,mexico,<=50k,0.0,0.0
37,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,48,united-states,<=50k,0.0,0.0
29,private,hs-grad,9,never-married,other-service,own-child,white,female,40,united-states,<=50k,0.0,0.0
44,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,other,male,40,united-states,<=50k,0.0,0.0
46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
40,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
52,local-gov,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,>50k,0.0,0.0
40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
61,private,9th,5,divorced,other-service,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
30,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k,0.0,0.0
61,self-emp-not-inc,11th,7,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
33,private,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,84,united-states,>50k,0.0,0.0
32,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,65,united-states,>50k,0.0,0.0
32,private,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
32,self-emp-not-inc,bachelors,13,divorced,prof-specialty,other-relative,white,male,35,united-states,>50k,0.0,0.0
37,private,hs-grad,9,divorced,sales,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
53,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0.0,0.0
51,self-emp-inc,masters,14,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,0.0
29,private,assoc-voc,11,never-married,sales,not-in-family,black,male,45,united-states,<=50k,0.0,0.0
48,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0.0,0.0
69,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,40,united-states,>50k,9.669788487282402,0.0
28,private,masters,14,never-married,tech-support,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
55,local-gov,bachelors,13,widowed,prof-specialty,not-in-family,white,female,40,united-states,>50k,0.0,0.0
45,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,9.617470759403409,0.0
18,private,some-college,10,never-married,other-service,own-child,white,female,20,united-states,<=50k,0.0,0.0
60,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,adm-clerical,own-child,white,male,10,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,craft-repair,own-child,white,male,25,united-states,<=50k,0.0,0.0
33,private,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
33,private,some-college,10,divorced,tech-support,unmarried,white,female,40,united-states,<=50k,0.0,0.0
29,private,masters,14,never-married,prof-specialty,not-in-family,white,female,45,united-states,<=50k,0.0,0.0
37,private,some-college,10,married-civ-spouse,sales,husband,white,male,45,united-states,<=50k,0.0,0.0
50,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,50,united-states,>50k,0.0,0.0
28,private,10th,6,widowed,adm-clerical,unmarried,white,female,35,united-states,<=50k,0.0,7.713784616598755
23,private,some-college,10,never-married,other-service,own-child,white,female,35,united-states,<=50k,0.0,0.0
47,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
21,private,some-college,10,never-married,tech-support,own-child,white,male,35,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,other-service,own-child,white,female,12,united-states,<=50k,0.0,0.0
47,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,50,united-states,>50k,0.0,0.0
36,federal-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
62,self-emp-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,60,united-states,>50k,0.0,7.789868559054706
65,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k,0.0,0.0
46,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0.0,7.551186867296149
35,private,11th,7,never-married,craft-repair,own-child,white,male,40,united-states,<=50k,8.83200393125627,0.0
50,private,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,sales,own-child,white,female,6,united-states,<=50k,0.0,0.0
17,private,11th,7,never-married,adm-clerical,own-child,white,female,16,united-states,<=50k,0.0,0.0
33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,7.462214939768189
53,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,<=50k,0.0,0.0
47,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,0.0
62,self-emp-inc,masters,14,married-civ-spouse,sales,husband,white,male,35,united-states,<=50k,0.0,0.0
35,private,hs-grad,9,divorced,other-service,not-in-family,black,male,40,united-states,<=50k,0.0,0.0
27,private,bachelors,13,never-married,adm-clerical,not-in-family,white,female,43,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,tech-support,own-child,white,male,50,united-states,<=50k,0.0,0.0
27,private,masters,14,never-married,prof-specialty,not-in-family,white,female,45,united-states,<=50k,0.0,7.316548177182976
39,private,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
25,private,bachelors,13,married-civ-spouse,adm-clerical,wife,black,female,38,united-states,<=50k,0.0,0.0
24,private,some-college,10,never-married,exec-managerial,not-in-family,black,female,20,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
29,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,35,united-states,>50k,0.0,0.0
30,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,38,united-states,<=50k,0.0,0.0
34,private,hs-grad,9,separated,craft-repair,not-in-family,white,male,45,portugal,<=50k,0.0,0.0
32,private,10th,6,separated,craft-repair,unmarried,white,female,40,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,other-service,own-child,black,male,23,united-states,<=50k,0.0,7.3796321526095525
20,private,assoc-voc,11,never-married,sales,not-in-family,black,female,35,united-states,<=50k,0.0,0.0
38,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0.0,0.0
18,private,12th,8,never-married,other-service,own-child,white,female,20,united-states,<=50k,0.0,0.0
41,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
21,private,assoc-voc,11,never-married,other-service,not-in-family,white,female,50,united-states,<=50k,0.0,0.0
36,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,48,united-states,>50k,0.0,0.0
61,private,some-college,10,divorced,other-service,not-in-family,white,female,30,united-states,<=50k,0.0,0.0
30,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,48,united-states,<=50k,0.0,0.0
26,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,>50k,0.0,0.0
27,private,bachelors,13,married-civ-spouse,tech-support,wife,white,female,40,united-states,>50k,0.0,0.0
45,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,45,united-states,>50k,0.0,0.0
47,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,38,united-states,<=50k,0.0,0.0
29,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,55,united-states,<=50k,0.0,0.0
51,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,70,united-states,>50k,0.0,0.0
34,local-gov,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,<=50k,0.0,0.0
42,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,45,united-states,<=50k,8.271036865792954,0.0
26,private,5th-6th,3,never-married,farming-fishing,other-relative,black,male,40,mexico,<=50k,0.0,0.0
20,state-gov,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,15,united-states,<=50k,0.0,0.0
43,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,male,50,united-states,>50k,0.0,0.0
20,private,some-college,10,never-married,other-service,own-child,white,female,20,united-states,<=50k,0.0,0.0
27,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k,0.0,0.0
46,federal-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
39,private,hs-grad,9,never-married,transport-moving,own-child,white,male,40,united-states,<=50k,0.0,0.0
33,private,some-college,10,never-married,adm-clerical,not-in-family,white,male,49,united-states,<=50k,0.0,0.0
42,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,32,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,25,united-states,<=50k,0.0,0.0
29,private,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,42,united-states,>50k,0.0,0.0
27,private,hs-grad,9,never-married,transport-moving,own-child,white,male,60,united-states,<=50k,0.0,0.0
43,self-emp-not-inc,hs-grad,9,divorced,craft-repair,own-child,white,male,35,united-states,<=50k,0.0,0.0
23,private,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
40,local-gov,masters,14,divorced,prof-specialty,unmarried,white,female,44,united-states,<=50k,0.0,0.0
35,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,61,united-states,>50k,0.0,0.0
30,private,hs-grad,9,never-married,sales,other-relative,white,male,40,united-states,<=50k,0.0,0.0
59,private,11th,7,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,40,united-states,<=50k,0.0,0.0
65,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,7.736743682453495,0.0
28,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,<=50k,0.0,0.0
79,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
43,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,black,female,35,united-states,>50k,0.0,0.0
54,private,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0.0,0.0
27,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,62,united-states,<=50k,0.0,0.0
30,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,35,united-states,>50k,9.617470759403409,0.0
34,private,hs-grad,9,married-spouse-absent,other-service,unmarried,white,female,65,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,prof-specialty,other-relative,white,male,3,united-states,<=50k,0.0,0.0
40,self-emp-not-inc,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,15,united-states,>50k,0.0,7.589841512182657
28,private,9th,5,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,8.413830678421084,0.0
18,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0.0,0.0
46,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,35,united-states,<=50k,0.0,0.0
41,federal-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,7.522400231387125
48,private,some-college,10,divorced,exec-managerial,not-in-family,white,male,50,united-states,>50k,0.0,0.0
29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
41,private,11th,7,divorced,handlers-cleaners,unmarried,white,female,40,united-states,<=50k,0.0,0.0
41,private,9th,5,separated,other-service,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
34,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,55,united-states,<=50k,0.0,0.0
49,self-emp-not-inc,assoc-acdm,12,divorced,sales,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
49,private,hs-grad,9,separated,sales,unmarried,white,male,50,united-states,<=50k,0.0,0.0
30,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
28,private,bachelors,13,never-married,sales,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
62,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0.0,0.0
41,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,52,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
61,private,preschool,1,married-spouse-absent,other-service,not-in-family,asian-pac-islander,male,40,china,<=50k,0.0,0.0
30,private,bachelors,13,never-married,tech-support,not-in-family,white,male,60,hungary,<=50k,0.0,0.0
29,federal-gov,prof-school,15,never-married,prof-specialty,not-in-family,white,female,55,united-states,<=50k,0.0,0.0
50,private,masters,14,divorced,sales,not-in-family,white,female,45,united-states,<=50k,0.0,7.372118028337787
44,federal-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
25,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0.0,0.0
62,private,assoc-voc,11,divorced,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
57,private,some-college,10,widowed,machine-op-inspct,unmarried,white,female,40,united-states,<=50k,0.0,0.0
35,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
26,private,bachelors,13,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
60,private,7th-8th,4,married-civ-spouse,machine-op-inspct,wife,white,female,40,united-states,<=50k,0.0,0.0
22,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
26,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
26,private,some-college,10,never-married,adm-clerical,own-child,white,male,20,united-states,<=50k,0.0,0.0
44,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,8.94754601503218,0.0
